,time,payload,routing_key
430,2024-10-03 20:42:36.874000+00:00,13.888513,Conductivity
431,2024-10-03 20:42:37.374000+00:00,13.946381,Conductivity
432,2024-10-03 20:42:37.874000+00:00,14.1199875,Conductivity
433,2024-10-03 20:42:38.374000+00:00,14.293593,Conductivity
434,2024-10-03 20:42:38.874000+00:00,14.409331,Conductivity
435,2024-10-03 20:42:39.374000+00:00,14.525069,Conductivity
436,2024-10-03 20:42:39.875000+00:00,14.756544,Conductivity
437,2024-10-03 20:42:40+00:00,0.0,Heartbeat
438,2024-10-03 20:42:40.375000+00:00,14.814413,Conductivity
439,2024-10-03 20:42:40.877000+00:00,14.872282,Conductivity
440,2024-10-03 20:42:41.377000+00:00,15.103757,Conductivity
441,2024-10-03 20:42:41.877000+00:00,15.277364,Conductivity
442,2024-10-03 20:42:42.378000+00:00,15.45097,Conductivity
443,2024-10-03 20:42:42.879000+00:00,15.566708,Conductivity
444,2024-10-03 20:42:43.381000+00:00,15.682446,Conductivity
445,2024-10-03 20:42:43.880000+00:00,15.856051,Conductivity
446,2024-10-03 20:42:44.379000+00:00,15.91392,Conductivity
447,2024-10-03 20:42:44.883000+00:00,15.971789,Conductivity
448,2024-10-03 20:42:45.383000+00:00,16.203264,Conductivity
449,2024-10-03 20:42:46.384000+00:00,16.261133,Conductivity
450,2024-10-03 20:42:46.884000+00:00,16.43474,Conductivity
451,2024-10-03 20:42:47.384000+00:00,16.492609,Conductivity
452,2024-10-03 20:42:47.884000+00:00,16.550478,Conductivity
453,2024-10-03 20:42:48.384000+00:00,16.608345,Conductivity
454,2024-10-03 20:42:48.885000+00:00,16.724083,Conductivity
455,2024-10-03 20:42:49.885000+00:00,16.83982,Conductivity
456,2024-10-03 20:42:50+00:00,0.0,Heartbeat
457,2024-10-03 20:42:51.386000+00:00,17.013428,Conductivity
458,2024-10-03 20:42:52.886000+00:00,17.071297,Conductivity
459,2024-10-03 20:42:53.387000+00:00,17.129166,Conductivity
460,2024-10-03 20:42:54.387000+00:00,17.187035,Conductivity
461,2024-10-03 20:42:54.888000+00:00,17.30277,Conductivity
462,2024-10-03 20:42:55.888000+00:00,17.36064,Conductivity
463,2024-10-03 20:42:56.388000+00:00,17.418509,Conductivity
464,2024-10-03 20:42:56.889000+00:00,17.476377,Conductivity
465,2024-10-03 20:42:57.389000+00:00,17.592115,Conductivity
466,2024-10-03 20:42:57.889000+00:00,17.707853,Conductivity
467,2024-10-03 20:42:58.888000+00:00,17.88146,Conductivity
468,2024-10-03 20:42:59.389000+00:00,17.93933,Conductivity
469,2024-10-03 20:42:59.889000+00:00,17.997196,Conductivity
470,2024-10-03 20:43:00+00:00,0.0,Heartbeat
471,2024-10-03 20:43:00.389000+00:00,18.170803,Conductivity
472,2024-10-03 20:43:00.889000+00:00,18.228672,Conductivity
473,2024-10-03 20:43:01.390000+00:00,18.286541,Conductivity
474,2024-10-03 20:43:01.890000+00:00,18.460148,Conductivity
475,2024-10-03 20:43:02.390000+00:00,18.575886,Conductivity
476,2024-10-03 20:43:03.391000+00:00,18.74949,Conductivity
477,2024-10-03 20:43:03.891000+00:00,18.923098,Conductivity
478,2024-10-03 20:43:04.892000+00:00,19.154573,Conductivity
479,2024-10-03 20:43:05.393000+00:00,19.212442,Conductivity
480,2024-10-03 20:43:05.893000+00:00,19.38605,Conductivity
481,2024-10-03 20:43:06.393000+00:00,19.617523,Conductivity
482,2024-10-03 20:43:06.893000+00:00,19.675392,Conductivity
483,2024-10-03 20:43:07.393000+00:00,19.79113,Conductivity
484,2024-10-03 20:43:07.894000+00:00,20.080475,Conductivity
485,2024-10-03 20:43:08.394000+00:00,20.25408,Conductivity
486,2024-10-03 20:43:08.894000+00:00,20.369818,Conductivity
487,2024-10-03 20:43:09.394000+00:00,20.659163,Conductivity
488,2024-10-03 20:43:09.894000+00:00,20.832767,Conductivity
489,2024-10-03 20:43:10+00:00,0.0,Heartbeat
490,2024-10-03 20:43:10.395000+00:00,21.064243,Conductivity
491,2024-10-03 20:43:10.895000+00:00,21.353588,Conductivity
492,2024-10-03 20:43:11.395000+00:00,21.527193,Conductivity
493,2024-10-03 20:43:11.895000+00:00,21.758669,Conductivity
494,2024-10-03 20:43:12.395000+00:00,22.048014,Conductivity
495,2024-10-03 20:43:12.895000+00:00,22.279488,Conductivity
496,2024-10-03 20:43:13.398000+00:00,22.568832,Conductivity
497,2024-10-03 20:43:14.381000+00:00,22.973913,Conductivity
498,2024-10-03 20:43:15.381000+00:00,23.494734,Conductivity
499,2024-10-03 20:43:15.882000+00:00,23.668339,Conductivity
500,2024-10-03 20:43:16.382000+00:00,23.841946,Conductivity
501,2024-10-03 20:43:16.882000+00:00,24.13129,Conductivity
502,2024-10-03 20:43:17.383000+00:00,24.304897,Conductivity
503,2024-10-03 20:43:17.883000+00:00,24.59424,Conductivity
504,2024-10-03 20:43:18.383000+00:00,24.709978,Conductivity
505,2024-10-03 20:43:18.883000+00:00,24.825716,Conductivity
506,2024-10-03 20:43:19.389000+00:00,24.999323,Conductivity
507,2024-10-03 20:43:20+00:00,0.0,Heartbeat
508,2024-10-03 20:43:20.384000+00:00,25.230797,Conductivity
509,2024-10-03 20:43:21.389000+00:00,24.015553,Conductivity
510,2024-10-03 20:43:21.892000+00:00,24.941454,Conductivity
511,2024-10-03 20:43:22.392000+00:00,25.462273,Conductivity
512,2024-10-03 20:43:22.892000+00:00,25.693748,Conductivity
513,2024-10-03 20:43:23.395000+00:00,25.751616,Conductivity
514,2024-10-03 20:43:23.895000+00:00,25.867353,Conductivity
515,2024-10-03 20:43:24.396000+00:00,25.983091,Conductivity
516,2024-10-03 20:43:25.395000+00:00,26.04096,Conductivity
517,2024-10-03 20:43:25.896000+00:00,26.09883,Conductivity
518,2024-10-03 20:43:26.396000+00:00,26.156698,Conductivity
519,2024-10-03 20:43:26.896000+00:00,26.272436,Conductivity
520,2024-10-03 20:43:29.399000+00:00,26.330305,Conductivity
521,2024-10-03 20:43:30+00:00,0.0,Heartbeat
522,2024-10-03 20:43:30.899000+00:00,26.388174,Conductivity
523,2024-10-03 20:43:31.900000+00:00,26.330305,Conductivity
524,2024-10-03 20:43:32.400000+00:00,26.388174,Conductivity
525,2024-10-03 20:43:33.400000+00:00,26.330305,Conductivity
526,2024-10-03 20:43:35.901000+00:00,26.272436,Conductivity
527,2024-10-03 20:43:36.901000+00:00,26.156698,Conductivity
528,2024-10-03 20:43:37.402000+00:00,26.09883,Conductivity
529,2024-10-03 20:43:38.402000+00:00,26.04096,Conductivity
530,2024-10-03 20:43:38.902000+00:00,25.983091,Conductivity
531,2024-10-03 20:43:39.903000+00:00,25.867353,Conductivity
532,2024-10-03 20:43:40+00:00,0.0,Heartbeat
533,2024-10-03 20:43:40.917000+00:00,25.751616,Conductivity
534,2024-10-03 20:43:42.418000+00:00,25.57801,Conductivity
535,2024-10-03 20:43:43.918000+00:00,25.520142,Conductivity
536,2024-10-03 20:43:44.915000+00:00,25.462273,Conductivity
537,2024-10-03 20:43:45.415000+00:00,25.404404,Conductivity
538,2024-10-03 20:43:45.916000+00:00,25.462273,Conductivity
539,2024-10-03 20:43:46.916000+00:00,25.404404,Conductivity
540,2024-10-03 20:43:47.916000+00:00,25.462273,Conductivity
541,2024-10-03 20:43:50+00:00,0.0,Heartbeat
542,2024-10-03 20:43:51.920000+00:00,25.520142,Conductivity
543,2024-10-03 20:43:52.921000+00:00,25.462273,Conductivity
544,2024-10-03 20:43:55.920000+00:00,25.404404,Conductivity
545,2024-10-03 20:43:56.420000+00:00,25.462273,Conductivity
546,2024-10-03 20:43:57.921000+00:00,25.404404,Conductivity
547,2024-10-03 20:43:58.921000+00:00,25.288666,Conductivity
548,2024-10-03 20:43:59.420000+00:00,25.230797,Conductivity
549,2024-10-03 20:44:00+00:00,0.0,Heartbeat
550,2024-10-03 20:44:00.419000+00:00,25.172928,Conductivity
551,2024-10-03 20:44:02.420000+00:00,25.115059,Conductivity
552,2024-10-03 20:44:02.920000+00:00,25.172928,Conductivity
553,2024-10-03 20:44:04.421000+00:00,25.115059,Conductivity
554,2024-10-03 20:44:05.422000+00:00,25.172928,Conductivity
555,2024-10-03 20:44:06.923000+00:00,25.230797,Conductivity
556,2024-10-03 20:44:07.924000+00:00,25.172928,Conductivity
557,2024-10-03 20:44:08.425000+00:00,25.288666,Conductivity
558,2024-10-03 20:44:09.926000+00:00,25.462273,Conductivity
559,2024-10-03 20:44:10+00:00,0.0,Heartbeat
560,2024-10-03 20:44:11.928000+00:00,25.520142,Conductivity
561,2024-10-03 20:44:12.428000+00:00,25.462273,Conductivity
562,2024-10-03 20:44:14.429000+00:00,25.288666,Conductivity
563,2024-10-03 20:44:15.429000+00:00,25.230797,Conductivity
564,2024-10-03 20:44:15.929000+00:00,25.172928,Conductivity
565,2024-10-03 20:44:16.430000+00:00,25.115059,Conductivity
566,2024-10-03 20:44:16.930000+00:00,24.941454,Conductivity
567,2024-10-03 20:44:17.931000+00:00,24.825716,Conductivity
568,2024-10-03 20:44:18.431000+00:00,24.709978,Conductivity
569,2024-10-03 20:44:19.433000+00:00,24.59424,Conductivity
570,2024-10-03 20:44:19.932000+00:00,24.536371,Conductivity
571,2024-10-03 20:44:20+00:00,0.0,Heartbeat
572,2024-10-03 20:44:20.933000+00:00,24.420633,Conductivity
573,2024-10-03 20:44:21.434000+00:00,24.362764,Conductivity
574,2024-10-03 20:44:22.935000+00:00,24.304897,Conductivity
575,2024-10-03 20:44:23.439000+00:00,24.247028,Conductivity
576,2024-10-03 20:44:23.939000+00:00,24.304897,Conductivity
577,2024-10-03 20:44:24.439000+00:00,24.247028,Conductivity
578,2024-10-03 20:44:24.941000+00:00,24.304897,Conductivity
579,2024-10-03 20:44:25.441000+00:00,24.362764,Conductivity
580,2024-10-03 20:44:25.941000+00:00,24.304897,Conductivity
581,2024-10-03 20:44:26.941000+00:00,24.362764,Conductivity
582,2024-10-03 20:44:27.442000+00:00,24.420633,Conductivity
583,2024-10-03 20:44:27.942000+00:00,24.536371,Conductivity
584,2024-10-03 20:44:28.943000+00:00,24.65211,Conductivity
585,2024-10-03 20:44:29.445000+00:00,24.825716,Conductivity
586,2024-10-03 20:44:29.944000+00:00,24.883585,Conductivity
587,2024-10-03 20:44:30+00:00,0.0,Heartbeat
588,2024-10-03 20:44:30.444000+00:00,24.941454,Conductivity
589,2024-10-03 20:44:30.946000+00:00,25.172928,Conductivity
590,2024-10-03 20:44:31.446000+00:00,25.288666,Conductivity
591,2024-10-03 20:44:31.947000+00:00,25.462273,Conductivity
592,2024-10-03 20:44:32.447000+00:00,25.809484,Conductivity
593,2024-10-03 20:44:32.947000+00:00,26.04096,Conductivity
594,2024-10-03 20:44:33.447000+00:00,26.272436,Conductivity
595,2024-10-03 20:44:33.948000+00:00,26.677517,Conductivity
596,2024-10-03 20:44:34.448000+00:00,26.966862,Conductivity
597,2024-10-03 20:44:34.948000+00:00,27.314074,Conductivity
598,2024-10-03 20:44:35.449000+00:00,28.066368,Conductivity
599,2024-10-03 20:44:35.949000+00:00,28.47145,Conductivity
600,2024-10-03 20:44:36.449000+00:00,28.99227,Conductivity
601,2024-10-03 20:44:36.949000+00:00,30.033907,Conductivity
602,2024-10-03 20:44:37.449000+00:00,30.612597,Conductivity
603,2024-10-03 20:44:37.949000+00:00,31.249153,Conductivity
604,2024-10-03 20:44:38.450000+00:00,32.638004,Conductivity
605,2024-10-03 20:44:38.950000+00:00,33.390297,Conductivity
606,2024-10-03 20:44:39.452000+00:00,37.26751,Conductivity
607,2024-10-03 20:44:39.952000+00:00,38.887833,Conductivity
608,2024-10-03 20:44:40+00:00,0.0,Heartbeat
609,2024-10-03 20:44:40.452000+00:00,39.871605,Conductivity
610,2024-10-03 20:44:40.952000+00:00,42.53357,Conductivity
611,2024-10-03 20:44:41.452000+00:00,44.03816,Conductivity
612,2024-10-03 20:44:41.499000+00:00,530.0,Stapnr
613,2024-10-03 20:44:41.953000+00:00,45.195534,Conductivity
614,2024-10-03 20:44:42.453000+00:00,48.031105,Conductivity
615,2024-10-03 20:44:42.953000+00:00,49.7093,Conductivity
616,2024-10-03 20:44:43.453000+00:00,50.866676,Conductivity
617,2024-10-03 20:44:43.953000+00:00,53.64438,Conductivity
618,2024-10-03 20:44:44.453000+00:00,55.380444,Conductivity
619,2024-10-03 20:44:44.951000+00:00,56.53782,Conductivity
620,2024-10-03 20:44:45.453000+00:00,59.084045,Conductivity
621,2024-10-03 20:44:45.953000+00:00,60.76224,Conductivity
622,2024-10-03 20:44:46.453000+00:00,61.74601,Conductivity
623,2024-10-03 20:44:46.953000+00:00,64.29224,Conductivity
624,2024-10-03 20:44:47.453000+00:00,65.73896,Conductivity
625,2024-10-03 20:44:47.953000+00:00,66.54912,Conductivity
626,2024-10-03 20:44:48.454000+00:00,68.28519,Conductivity
627,2024-10-03 20:44:48.954000+00:00,69.44256,Conductivity
628,2024-10-03 20:44:49.454000+00:00,70.136986,Conductivity
629,2024-10-03 20:44:49.954000+00:00,71.4101,Conductivity
630,2024-10-03 20:44:50+00:00,0.0,Heartbeat
631,2024-10-03 20:44:50.454000+00:00,72.27813,Conductivity
632,2024-10-03 20:44:50.954000+00:00,72.74108,Conductivity
633,2024-10-03 20:44:51.454000+00:00,73.89846,Conductivity
634,2024-10-03 20:44:51.954000+00:00,74.65076,Conductivity
635,2024-10-03 20:44:52.455000+00:00,74.766495,Conductivity
636,2024-10-03 20:44:52.955000+00:00,75.63452,Conductivity
637,2024-10-03 20:44:53.455000+00:00,76.21321,Conductivity
638,2024-10-03 20:44:53.956000+00:00,76.32895,Conductivity
639,2024-10-03 20:44:54.456000+00:00,77.02338,Conductivity
640,2024-10-03 20:44:54.956000+00:00,77.48633,Conductivity
641,2024-10-03 20:44:55.456000+00:00,77.5442,Conductivity
642,2024-10-03 20:44:55.957000+00:00,78.06501,Conductivity
643,2024-10-03 20:44:56.457000+00:00,78.47009,Conductivity
644,2024-10-03 20:44:56.957000+00:00,78.52796,Conductivity
645,2024-10-03 20:44:57.457000+00:00,79.04878,Conductivity
646,2024-10-03 20:44:57.957000+00:00,79.33813,Conductivity
647,2024-10-03 20:44:58.458000+00:00,79.395996,Conductivity
648,2024-10-03 20:44:58.958000+00:00,79.68534,Conductivity
649,2024-10-03 20:44:59.456000+00:00,79.974686,Conductivity
650,2024-10-03 20:45:00+00:00,0.0,Heartbeat
651,2024-10-03 20:45:00.457000+00:00,80.37977,Conductivity
652,2024-10-03 20:45:00.957000+00:00,80.726974,Conductivity
653,2024-10-03 20:45:01.957000+00:00,81.01632,Conductivity
654,2024-10-03 20:45:02.458000+00:00,81.305664,Conductivity
655,2024-10-03 20:45:02.958000+00:00,81.36353,Conductivity
656,2024-10-03 20:45:03.458000+00:00,81.826485,Conductivity
657,2024-10-03 20:45:03.958000+00:00,81.94222,Conductivity
658,2024-10-03 20:45:04.458000+00:00,82.1737,Conductivity
659,2024-10-03 20:45:04.959000+00:00,82.46304,Conductivity
660,2024-10-03 20:45:05.459000+00:00,82.57878,Conductivity
661,2024-10-03 20:45:05.959000+00:00,82.81026,Conductivity
662,2024-10-03 20:45:06.459000+00:00,83.04173,Conductivity
663,2024-10-03 20:45:06.959000+00:00,83.2732,Conductivity
664,2024-10-03 20:45:07.459000+00:00,83.38894,Conductivity
665,2024-10-03 20:45:07.960000+00:00,83.620415,Conductivity
666,2024-10-03 20:45:08.460000+00:00,83.85189,Conductivity
667,2024-10-03 20:45:08.960000+00:00,83.96763,Conductivity
668,2024-10-03 20:45:09.460000+00:00,84.199104,Conductivity
669,2024-10-03 20:45:09.960000+00:00,84.31484,Conductivity
670,2024-10-03 20:45:10+00:00,0.0,Heartbeat
671,2024-10-03 20:45:10.461000+00:00,84.48845,Conductivity
672,2024-10-03 20:45:10.961000+00:00,84.719925,Conductivity
673,2024-10-03 20:45:11.947000+00:00,85.06714,Conductivity
674,2024-10-03 20:45:12.447000+00:00,85.18288,Conductivity
675,2024-10-03 20:45:13.448000+00:00,85.35648,Conductivity
676,2024-10-03 20:45:13.949000+00:00,85.58796,Conductivity
677,2024-10-03 20:45:14.448000+00:00,85.7037,Conductivity
678,2024-10-03 20:45:15.448000+00:00,86.28238,Conductivity
679,2024-10-03 20:45:15.948000+00:00,86.455986,Conductivity
680,2024-10-03 20:45:16.449000+00:00,86.62959,Conductivity
681,2024-10-03 20:45:16.949000+00:00,86.86107,Conductivity
682,2024-10-03 20:45:17.949000+00:00,87.034676,Conductivity
683,2024-10-03 20:45:18.450000+00:00,87.32402,Conductivity
684,2024-10-03 20:45:18.951000+00:00,87.43976,Conductivity
685,2024-10-03 20:45:19.452000+00:00,87.613365,Conductivity
686,2024-10-03 20:45:19.952000+00:00,87.90271,Conductivity
687,2024-10-03 20:45:20+00:00,0.0,Heartbeat
688,2024-10-03 20:45:20.453000+00:00,88.01845,Conductivity
689,2024-10-03 20:45:20.953000+00:00,88.24992,Conductivity
690,2024-10-03 20:45:21.454000+00:00,88.59714,Conductivity
691,2024-10-03 20:45:21.954000+00:00,88.65501,Conductivity
692,2024-10-03 20:45:22.457000+00:00,88.82861,Conductivity
693,2024-10-03 20:45:22.959000+00:00,89.17582,Conductivity
694,2024-10-03 20:45:23.459000+00:00,89.34943,Conductivity
695,2024-10-03 20:45:23.959000+00:00,89.63877,Conductivity
696,2024-10-03 20:45:24.460000+00:00,90.04385,Conductivity
697,2024-10-03 20:45:24.962000+00:00,90.27533,Conductivity
698,2024-10-03 20:45:25.463000+00:00,90.506805,Conductivity
699,2024-10-03 20:45:25.963000+00:00,90.91189,Conductivity
700,2024-10-03 20:45:26.464000+00:00,91.085495,Conductivity
701,2024-10-03 20:45:26.964000+00:00,91.54845,Conductivity
702,2024-10-03 20:45:27.464000+00:00,91.779915,Conductivity
703,2024-10-03 20:45:27.965000+00:00,91.83778,Conductivity
704,2024-10-03 20:45:28.465000+00:00,92.24287,Conductivity
705,2024-10-03 20:45:28.967000+00:00,92.53221,Conductivity
706,2024-10-03 20:45:29.970000+00:00,92.70582,Conductivity
707,2024-10-03 20:45:30+00:00,0.0,Heartbeat
708,2024-10-03 20:45:30.468000+00:00,92.879425,Conductivity
709,2024-10-03 20:45:30.968000+00:00,92.937294,Conductivity
710,2024-10-03 20:45:31.468000+00:00,92.99516,Conductivity
711,2024-10-03 20:45:31.968000+00:00,93.1109,Conductivity
712,2024-10-03 20:45:32.469000+00:00,93.16877,Conductivity
713,2024-10-03 20:45:33.469000+00:00,93.22664,Conductivity
714,2024-10-03 20:45:34.470000+00:00,93.1109,Conductivity
715,2024-10-03 20:45:35.970000+00:00,92.99516,Conductivity
716,2024-10-03 20:45:36.971000+00:00,93.1109,Conductivity
717,2024-10-03 20:45:37.471000+00:00,92.99516,Conductivity
718,2024-10-03 20:45:40+00:00,0.0,Heartbeat
719,2024-10-03 20:45:41.973000+00:00,92.937294,Conductivity
720,2024-10-03 20:45:42.473000+00:00,92.99516,Conductivity
721,2024-10-03 20:45:42.973000+00:00,92.937294,Conductivity
722,2024-10-03 20:45:43.974000+00:00,92.99516,Conductivity
723,2024-10-03 20:45:44.471000+00:00,92.937294,Conductivity
724,2024-10-03 20:45:45.472000+00:00,92.99516,Conductivity
725,2024-10-03 20:45:45.973000+00:00,92.879425,Conductivity
726,2024-10-03 20:45:47.473000+00:00,93.1109,Conductivity
727,2024-10-03 20:45:48.473000+00:00,92.937294,Conductivity
728,2024-10-03 20:45:49.474000+00:00,92.879425,Conductivity
729,2024-10-03 20:45:49.974000+00:00,92.937294,Conductivity
730,2024-10-03 20:45:50+00:00,0.0,Heartbeat
731,2024-10-03 20:45:50.475000+00:00,92.879425,Conductivity
732,2024-10-03 20:45:51.975000+00:00,92.821556,Conductivity
733,2024-10-03 20:45:52.475000+00:00,92.70582,Conductivity
734,2024-10-03 20:45:53.476000+00:00,92.59008,Conductivity
735,2024-10-03 20:45:53.976000+00:00,92.53221,Conductivity
736,2024-10-03 20:45:54.476000+00:00,92.41647,Conductivity
737,2024-10-03 20:45:54.977000+00:00,92.358604,Conductivity
738,2024-10-03 20:45:55.477000+00:00,92.01139,Conductivity
739,2024-10-03 20:45:56.477000+00:00,91.95352,Conductivity
740,2024-10-03 20:45:56.978000+00:00,91.722046,Conductivity
741,2024-10-03 20:45:57.978000+00:00,91.664185,Conductivity
742,2024-10-03 20:45:58.478000+00:00,91.54845,Conductivity
743,2024-10-03 20:45:58.978000+00:00,91.49058,Conductivity
744,2024-10-03 20:46:00+00:00,0.0,Heartbeat
745,2024-10-03 20:46:00.477000+00:00,91.37484,Conductivity
746,2024-10-03 20:46:01.477000+00:00,91.43271,Conductivity
747,2024-10-03 20:46:01.978000+00:00,91.49058,Conductivity
748,2024-10-03 20:46:02.478000+00:00,91.54845,Conductivity
749,2024-10-03 20:46:02.978000+00:00,91.664185,Conductivity
750,2024-10-03 20:46:03.479000+00:00,91.779915,Conductivity
751,2024-10-03 20:46:03.979000+00:00,91.95352,Conductivity
752,2024-10-03 20:46:04.479000+00:00,92.06926,Conductivity
753,2024-10-03 20:46:04.979000+00:00,92.12713,Conductivity
754,2024-10-03 20:46:05.479000+00:00,92.358604,Conductivity
755,2024-10-03 20:46:05.980000+00:00,92.53221,Conductivity
756,2024-10-03 20:46:06.480000+00:00,92.64795,Conductivity
757,2024-10-03 20:46:06.980000+00:00,92.879425,Conductivity
758,2024-10-03 20:46:07.480000+00:00,92.937294,Conductivity
759,2024-10-03 20:46:07.980000+00:00,93.1109,Conductivity
760,2024-10-03 20:46:08.480000+00:00,93.28451,Conductivity
761,2024-10-03 20:46:08.981000+00:00,93.458115,Conductivity
762,2024-10-03 20:46:09.481000+00:00,93.57385,Conductivity
763,2024-10-03 20:46:09.981000+00:00,93.80533,Conductivity
764,2024-10-03 20:46:10+00:00,0.0,Heartbeat
765,2024-10-03 20:46:10.481000+00:00,93.978935,Conductivity
766,2024-10-03 20:46:10.981000+00:00,93.8632,Conductivity
767,2024-10-03 20:46:11.482000+00:00,94.09467,Conductivity
768,2024-10-03 20:46:11.982000+00:00,94.15254,Conductivity
769,2024-10-03 20:46:12.482000+00:00,94.32615,Conductivity
770,2024-10-03 20:46:12.982000+00:00,94.44189,Conductivity
771,2024-10-03 20:46:13.482000+00:00,94.615486,Conductivity
772,2024-10-03 20:46:13.983000+00:00,94.673355,Conductivity
773,2024-10-03 20:46:14.484000+00:00,94.9627,Conductivity
774,2024-10-03 20:46:14.984000+00:00,95.02057,Conductivity
775,2024-10-03 20:46:15.983000+00:00,94.90483,Conductivity
776,2024-10-03 20:46:16.983000+00:00,94.9627,Conductivity
777,2024-10-03 20:46:17.984000+00:00,94.90483,Conductivity
778,2024-10-03 20:46:18.984000+00:00,94.84696,Conductivity
779,2024-10-03 20:46:19.483000+00:00,94.673355,Conductivity
780,2024-10-03 20:46:20+00:00,0.0,Heartbeat
781,2024-10-03 20:46:20.485000+00:00,94.44189,Conductivity
782,2024-10-03 20:46:20.985000+00:00,94.32615,Conductivity
783,2024-10-03 20:46:21.988000+00:00,94.26828,Conductivity
784,2024-10-03 20:46:22.988000+00:00,94.15254,Conductivity
785,2024-10-03 20:46:23.987000+00:00,94.09467,Conductivity
786,2024-10-03 20:46:27.980000+00:00,94.15254,Conductivity
787,2024-10-03 20:46:28.480000+00:00,94.09467,Conductivity
788,2024-10-03 20:46:28.980000+00:00,93.978935,Conductivity
789,2024-10-03 20:46:30+00:00,0.0,Heartbeat
790,2024-10-03 20:46:30.981000+00:00,94.036804,Conductivity
791,2024-10-03 20:46:31.481000+00:00,93.978935,Conductivity
792,2024-10-03 20:46:33.482000+00:00,94.036804,Conductivity
793,2024-10-03 20:46:34+00:00,94.09467,Conductivity
794,2024-10-03 20:46:35.982000+00:00,94.15254,Conductivity
795,2024-10-03 20:46:36.483000+00:00,94.26828,Conductivity
796,2024-10-03 20:46:36.983000+00:00,94.32615,Conductivity
797,2024-10-03 20:46:37.983000+00:00,94.38402,Conductivity
798,2024-10-03 20:46:38.491000+00:00,94.44189,Conductivity
799,2024-10-03 20:46:39.491000+00:00,94.38402,Conductivity
800,2024-10-03 20:46:39.991000+00:00,94.44189,Conductivity
801,2024-10-03 20:46:40+00:00,0.0,Heartbeat
802,2024-10-03 20:46:40.993000+00:00,94.615486,Conductivity
803,2024-10-03 20:46:42.493000+00:00,94.673355,Conductivity
804,2024-10-03 20:46:42.993000+00:00,94.731224,Conductivity
805,2024-10-03 20:46:43.994000+00:00,94.84696,Conductivity
806,2024-10-03 20:46:45.492000+00:00,94.673355,Conductivity
807,2024-10-03 20:46:47.993000+00:00,94.615486,Conductivity
808,2024-10-03 20:46:49.496000+00:00,94.55762,Conductivity
809,2024-10-03 20:46:49.996000+00:00,94.44189,Conductivity
810,2024-10-03 20:46:50+00:00,0.0,Heartbeat
811,2024-10-03 20:46:50.496000+00:00,94.32615,Conductivity
812,2024-10-03 20:46:51.497000+00:00,94.036804,Conductivity
813,2024-10-03 20:46:51.997000+00:00,93.8632,Conductivity
814,2024-10-03 20:46:52.999000+00:00,93.74746,Conductivity
815,2024-10-03 20:46:53.499000+00:00,93.57385,Conductivity
816,2024-10-03 20:46:54.501000+00:00,93.51598,Conductivity
817,2024-10-03 20:46:55+00:00,93.400246,Conductivity
818,2024-10-03 20:46:55.500000+00:00,93.28451,Conductivity
819,2024-10-03 20:46:56+00:00,93.22664,Conductivity
820,2024-10-03 20:46:56.500000+00:00,93.16877,Conductivity
821,2024-10-03 20:46:57.001000+00:00,93.1109,Conductivity
822,2024-10-03 20:46:57.501000+00:00,92.99516,Conductivity
823,2024-10-03 20:46:58.001000+00:00,92.937294,Conductivity
824,2024-10-03 20:46:59.002000+00:00,92.879425,Conductivity
825,2024-10-03 20:46:59.500000+00:00,92.821556,Conductivity
826,2024-10-03 20:47:00+00:00,0.0,Heartbeat
827,2024-10-03 20:47:00.001000+00:00,92.70582,Conductivity
828,2024-10-03 20:47:01.002000+00:00,92.821556,Conductivity
829,2024-10-03 20:47:01.502000+00:00,92.879425,Conductivity
830,2024-10-03 20:47:02.002000+00:00,92.821556,Conductivity
831,2024-10-03 20:47:02.503000+00:00,92.879425,Conductivity
832,2024-10-03 20:47:03.005000+00:00,92.99516,Conductivity
833,2024-10-03 20:47:03.505000+00:00,93.16877,Conductivity
834,2024-10-03 20:47:04.005000+00:00,93.28451,Conductivity
835,2024-10-03 20:47:04.505000+00:00,93.458115,Conductivity
836,2024-10-03 20:47:05.005000+00:00,93.57385,Conductivity
837,2024-10-03 20:47:05.506000+00:00,93.74746,Conductivity
838,2024-10-03 20:47:06.006000+00:00,93.8632,Conductivity
839,2024-10-03 20:47:06.507000+00:00,94.036804,Conductivity
840,2024-10-03 20:47:07.007000+00:00,94.15254,Conductivity
841,2024-10-03 20:47:07.507000+00:00,94.26828,Conductivity
842,2024-10-03 20:47:08.008000+00:00,94.38402,Conductivity
843,2024-10-03 20:47:08.508000+00:00,94.55762,Conductivity
844,2024-10-03 20:47:09.508000+00:00,94.615486,Conductivity
845,2024-10-03 20:47:10+00:00,0.0,Heartbeat
846,2024-10-03 20:47:10.008000+00:00,94.673355,Conductivity
847,2024-10-03 20:47:11.009000+00:00,94.731224,Conductivity
848,2024-10-03 20:47:11.509000+00:00,94.55762,Conductivity
849,2024-10-03 20:47:12.510000+00:00,94.615486,Conductivity
850,2024-10-03 20:47:14.010000+00:00,94.673355,Conductivity
851,2024-10-03 20:47:15.007000+00:00,94.731224,Conductivity
852,2024-10-03 20:47:15.507000+00:00,94.84696,Conductivity
853,2024-10-03 20:47:16.007000+00:00,94.731224,Conductivity
854,2024-10-03 20:47:17.008000+00:00,94.90483,Conductivity
855,2024-10-03 20:47:18.008000+00:00,94.9627,Conductivity
